,종목코드,종목명,EPS,PER,BPS,PBR,주당배당금,배당수익률
392,187870,디바이스이엔지,1058.0,12.95,20419.0,0.67,100,0.73
393,003160,디아이,122.0,136.48,5836.0,2.85,100,0.6
394,092200,디아이씨,954.0,4.4,3463.0,1.21,0,0.0
395,110990,디아이티,719.0,24.7,10145.0,1.75,180,1.01
396,263690,디알젬,834.0,9.88,7200.0,1.14,180,2.18
397,347850,디앤디파마텍,441.0,65.42,5022.0,5.74,0,0.0
398,263720,디앤씨미디어,328.0,61.59,6466.0,3.12,0,0.0
399,376300,디어유,1104.0,19.84,7141.0,3.07,0,0.0
400,109740,디에스케이,125.0,43.92,5146.0,1.07,0,0.0
401,092070,디엔에프,447.0,33.18,13395.0,1.11,200,1.35
402,039840,디오,227.0,71.1,13386.0,1.21,0,0.0
403,013570,디와이,737.0,6.63,14212.0,0.34,150,3.07
404,310870,디와이씨,213.0,5.59,2465.0,0.48,25,2.1
405,210540,디와이파워,2491.0,5.03,23912.0,0.52,400,3.19
406,104460,디와이피엔에프,590.0,21.81,11581.0,1.11,200,1.55
407,079810,디이엔티,58.0,140.52,6651.0,1.23,0,0.0
408,113810,디젠스,90.0,9.97,541.0,1.66,0,0.0
409,068930,디지털대성,473.0,14.59,5993.0,1.15,200,2.9
410,033130,디지틀조선,92.0,18.15,2288.0,0.73,20,1.2
411,105740,디케이락,1199.0,7.01,13084.0,0.64,250,2.97
412,263020,디케이앤디,460.0,7.42,4435.0,0.77,50,1.46
413,290550,디케이티,248.0,48.15,7094.0,1.68,0,0.0
414,066670,디티씨,233.0,15.28,10242.0,0.35,50,1.4
415,131180,딜리,25.0,43.0,2079.0,0.52,0,0.0
416,042510,라온시큐어,104.0,18.62,853.0,2.27,0,0.0
417,232680,라온테크,187.0,39.68,2254.0,3.29,30,0.4
418,171120,라이온켐텍,197.0,10.81,3605.0,0.59,100,4.69
419,217500,러셀,91.0,22.53,1889.0,1.09,30,1.46
420,038390,레드캡투어,2005.0,7.97,24430.0,0.65,900,5.64
421,443250,레뷰코퍼레이션,436.0,20.94,4931.0,1.85,0,0.0
422,228850,레이언스,1246.0,6.16,15265.0,0.5,100,1.3
423,199550,레이저옵텍,2.0,4210.0,1997.0,4.22,0,0.0
424,281740,레이크머티리얼즈,367.0,49.97,1671.0,10.98,0,0.0
425,215100,로보로보,69.0,57.25,1530.0,2.58,14,0.35
426,090360,로보스타,71.0,344.37,9226.0,2.65,0,0.0
427,067730,로지시스,53.0,47.74,1760.0,1.44,60,2.37
428,071280,로체시스템즈,594.0,21.75,7484.0,1.73,50,0.39
429,089860,롯데렌탈,3275.0,9.25,37351.0,0.81,1200,3.96
430,000400,롯데손해보험,966.0,2.93,4064.0,0.7,0,0.0
431,023530,롯데쇼핑,5794.0,10.3,335809.0,0.18,3800,6.37
432,280360,롯데웰푸드,7978.0,19.35,232340.0,0.66,3000,1.94
433,286940,롯데이노베이트,2776.0,9.62,27576.0,0.97,1000,3.75
434,004000,롯데정밀화학,7147.0,6.38,93569.0,0.49,2000,4.39
435,005300,롯데칠성,16499.0,8.5,145622.0,0.96,3400,2.43
436,038060,루멘스,85.0,12.65,2080.0,0.52,0,0.0
437,058470,리노공업,7308.0,28.12,36700.0,5.6,3000,1.46
438,016100,리더스코스메틱,13.0,232.69,2409.0,1.26,0,0.0
439,012700,리드코프,351.0,13.42,16422.0,0.29,200,4.25
440,302550,리메드,26.0,128.65,1006.0,3.33,0,0.0
441,377450,리파인,1374.0,8.22,10147.0,1.11,0,0.0
442,277070,린드먼아시아,285.0,17.09,4451.0,1.09,43,0.88
443,042500,링네트,833.0,6.63,6259.0,0.88,100,1.81
444,219420,링크제니시스,111.0,47.03,3866.0,1.35,0,0.0
445,439090,마녀공장,749.0,32.11,5925.0,4.06,0,0.0
446,195500,마니커에프앤지,130.0,23.85,4168.0,0.74,0,0.0
447,305090,마이크로디지탈,38.0,329.47,555.0,22.56,0,0.0
448,098120,마이크로컨텍솔,890.0,7.21,6629.0,0.97,80,1.25
449,001080,만호제강,3106.0,15.18,88854.0,0.53,0,0.0
450,267980,매일유업,7678.0,5.13,75136.0,0.52,1200,3.05
451,005990,매일홀딩스,3970.0,2.12,30646.0,0.27,200,2.38
452,093520,매커스,1878.0,5.26,9952.0,0.99,150,1.52
453,100590,머큐리,216.0,16.57,6249.0,0.57,0,0.0
454,067280,멀티캠퍼스,5316.0,5.78,32669.0,0.94,1600,5.21
455,072870,메가스터디,1900.0,5.96,27338.0,0.41,850,7.51
456,215200,메가스터디교육,8118.0,5.95,41175.0,1.17,2000,4.14
457,041920,메디아나,557.0,10.95,6305.0,0.97,25,0.41
458,014100,메디앙스,619.0,3.96,7700.0,0.32,0,0.0
459,086900,메디톡스,1311.0,155.23,65468.0,3.11,1100,0.54
460,078160,메디포스트,287.0,21.6,8234.0,0.75,0,0.0
461,138040,메리츠금융지주,11020.0,8.36,50457.0,1.83,2360,2.56
462,408920,메쎄이상,126.0,17.42,1373.0,1.6,50,2.28
463,059210,메타바이오메드,429.0,9.78,3063.0,1.37,20,0.48
464,009900,명신산업,2909.0,4.18,10199.0,1.19,100,0.82
465,012690,모나리자,250.0,15.9,2223.0,1.79,150,3.77
466,070960,모나용평,208.0,20.34,8015.0,0.53,0,0.0
467,417970,모델솔루션,167.0,64.37,9618.0,1.12,40,0.37
468,080160,모두투어,592.0,19.36,3995.0,2.87,250,2.18
469,087260,모바일어플라이언스,65.0,34.46,1483.0,1.51,0,0.0
470,101330,모베이스,687.0,5.15,13907.0,0.25,70,1.98
471,012860,모베이스전자,128.0,15.7,2807.0,0.72,0,0.0
472,288980,모아데이타,7.0,222.86,1137.0,1.37,0,0.0
473,142760,모아라이프플러스,269.0,7.49,1022.0,1.97,0,0.0
474,333050,모코엠시스,46.0,29.57,886.0,1.53,14,1.03
475,009680,모토닉,1270.0,6.92,20673.0,0.43,450,5.12
476,118990,모트렉스,1330.0,7.84,8377.0,1.25,0,0.0
477,006920,모헨즈,757.0,3.96,3036.0,0.99,0,0.0
478,009200,무림페이퍼,83.0,26.99,9962.0,0.22,75,3.35
479,033920,무학,2470.0,2.59,20374.0,0.31,230,3.6
480,008420,문배철강,961.0,2.65,9524.0,0.27,50,1.96
481,254490,미래반도체,355.0,43.24,5554.0,2.76,0,0.0
482,218150,미래생명자원,23.0,194.13,2265.0,1.97,0,0.0
483,100790,미래에셋벤처투자,467.0,11.22,6489.0,0.81,0,0.0
484,085620,미래에셋생명,898.0,5.78,22308.0,0.23,0,0.0
485,006800,미래에셋증권,531.0,15.4,18281.0,0.45,150,1.83
486,049950,미래컴퍼니,449.0,46.55,16810.0,1.24,100,0.48
487,002840,미원상사,12771.0,15.86,79711.0,2.54,2000,0.99
488,268280,미원에스씨,3758.0,36.8,75776.0,1.83,2100,1.52
489,107590,미원홀딩스,5708.0,14.42,100783.0,0.82,700,0.85
490,134380,미원화학,10763.0,7.42,72153.0,1.11,3500,4.38
491,003650,미창석유,31492.0,2.85,241153.0,0.37,2800,3.12
492,201490,미투온,249.0,9.32,4191.0,0.55,0,0.0
493,418470,밀리의서재,2060.0,8.21,6881.0,2.46,0,0.0
494,206640,바디텍메드,1181.0,16.68,8476.0,2.32,200,1.02
495,053030,바이넥스,151.0,151.32,5863.0,3.9,0,0.0
496,301300,바이브컴퍼니,2677.0,1.74,5462.0,0.85,0,0.0
497,038460,바이오스마트,915.0,4.83,5473.0,0.81,0,0.0
498,251120,바이오에프디엔씨,655.0,23.73,6873.0,2.26,0,0.0
499,199730,바이오인프라,426.0,19.27,7082.0,1.16,600,7.31
500,099430,바이오플러스,445.0,13.57,2132.0,2.83,70,1.16
501,043150,바텍,3483.0,7.08,26837.0,0.92,100,0.41
502,267790,배럴,865.0,5.55,4295.0,1.12,50,1.04
503,001340,백광산업,175.0,50.06,4839.0,1.81,60,0.68
504,046310,백금T&A,817.0,3.09,3746.0,0.67,80,3.17
505,035150,백산,1805.0,7.95,9159.0,1.57,300,2.09
506,331520,밸로프,18.0,44.17,575.0,1.38,0,0.0
507,066410,버킷스튜디오,63.0,18.3,1813.0,0.64,0,0.0
508,019010,베뉴지,342.0,6.52,7815.0,0.29,30,1.35
509,007210,벽산,591.0,3.71,4808.0,0.46,60,2.73
510,225530,보광산업,459.0,10.37,2619.0,1.82,300,6.3
511,250000,보라티알,1444.0,7.18,12811.0,0.81,250,2.41
512,002760,보락,14.0,80.29,814.0,1.38,5,0.44
513,003850,보령,610.0,18.52,8331.0,1.36,100,0.88
514,006910,보성파워텍,89.0,33.99,1733.0,1.75,0,0.0
515,001270,부국증권,6420.0,4.05,85122.0,0.31,1500,5.77
516,026940,부국철강,181.0,14.75,6623.0,0.4,75,2.81
517,011390,부산산업,3333.0,15.9,123239.0,0.43,250,0.47
518,008470,부스타,179.0,21.79,9572.0,0.41,60,1.54
519,100120,뷰웍스,1603.0,16.41,23482.0,1.12,350,1.33
520,337930,브랜드엑스코퍼레이션,384.0,28.28,3029.0,3.59,80,0.74
521,099390,브레인즈컴퍼니,620.0,10.69,5909.0,1.12,60,0.9
522,064480,브리지텍,308.0,20.52,4361.0,1.45,150,2.37
523,251630,브이원텍,201.0,26.77,7775.0,0.69,100,1.86
524,018290,브이티,799.0,40.3,3297.0,9.77,0,0.0
525,126340,비나텍,336.0,115.18,10881.0,3.56,0,0.0
526,318410,비비씨,966.0,9.97,13924.0,0.69,400,4.15
527,419540,비스토스,35.0,60.0,806.0,2.61,0,0.0
528,146320,비씨엔씨,101.0,148.02,5886.0,2.54,0,0.0
529,200780,비씨월드제약,312.0,18.53,9675.0,0.6,100,1.73
530,141000,비아트론,145.0,50.0,14987.0,0.48,0,0.0
531,090460,비에이치,2863.0,7.35,20195.0,1.04,250,1.19
532,083650,비에이치아이,267.0,30.11,2377.0,3.38,0,0.0
533,086670,비엠티,1846.0,5.74,13281.0,0.8,250,2.36
534,335890,비올,370.0,24.54,991.0,9.16,18,0.2
535,138580,비즈니스온,462.0,34.09,3156.0,4.99,0,0.0
536,082920,비츠로셀,1667.0,11.37,10469.0,1.81,250,1.32
537,148780,비큐AI,23.0,48.09,392.0,2.82,0,0.0
538,032850,비트컴퓨터,338.0,17.07,4041.0,1.43,62,1.07
539,238200,비피도,132.0,34.43,6321.0,0.72,0,0.0
540,093190,빅솔론,688.0,6.64,11281.0,0.4,200,4.38
541,005180,빙그레,9751.0,6.98,72564.0,0.94,2600,3.82
542,072950,빛샘전자,504.0,9.24,8847.0,0.53,70,1.5
543,143240,사람인,1740.0,10.2,16087.0,1.1,500,2.82
544,003960,사조대림,12123.0,4.88,75466.0,0.78,350,0.59
545,008040,사조동아원,76.0,14.13,1721.0,0.62,15,1.4
546,007160,사조산업,3853.0,18.63,105818.0,0.68,200,0.28
547,006090,사조오양,2154.0,4.76,23432.0,0.44,200,1.95
548,419120,산돌,427.0,16.56,7281.0,0.97,180,2.55
549,062040,산일전기,1761.0,25.44,5258.0,8.52,189,0.42
550,122350,삼기,167.0,9.89,3126.0,0.53,0,0.0
551,419050,삼기이브이,84.0,30.95,1262.0,2.06,0,0.0
552,014970,삼륭물산,135.0,29.56,4008.0,1.0,75,1.88
553,018310,삼목에스폼,8474.0,2.36,40225.0,0.5,300,1.5
554,053700,삼보모터스,1436.0,3.44,14431.0,0.34,50,1.01
555,023600,삼보판지,3355.0,2.81,34747.0,0.27,310,3.29
556,028050,삼성E&A,3846.0,7.09,17721.0,1.54,0,0.0
557,006400,삼성SDI,30044.0,10.22,276815.0,1.11,1000,0.33
558,006660,삼성공조,1736.0,7.23,34240.0,0.37,60,0.48
559,028260,삼성물산,13556.0,10.66,209233.0,0.69,2550,1.76
560,207940,삼성바이오로직스,12051.0,75.26,138119.0,6.57,0,0.0
561,032830,삼성생명,10554.0,9.13,236324.0,0.41,3700,3.84
562,018260,삼성에스디에스,8965.0,15.71,111933.0,1.26,2700,1.92
563,009150,삼성전기,5597.0,25.87,103878.0,1.39,1150,0.79
564,005930,삼성전자,2131.0,37.21,52002.0,1.52,1444,1.82
565,016360,삼성증권,6130.0,7.75,74162.0,0.64,2200,4.63
566,068290,삼성출판사,875.0,18.13,16613.0,0.95,200,1.26
567,029780,삼성카드,5711.0,7.28,76243.0,0.54,2500,6.02
568,000810,삼성화재,42777.0,8.28,379073.0,0.93,16000,4.52
569,006110,삼아알미늄,235.0,197.87,17332.0,2.68,100,0.22
570,009300,삼아제약,3502.0,7.15,32846.0,0.76,750,2.99
571,145990,삼양사,10647.0,4.77,149069.0,0.34,1750,3.44
572,003230,삼양식품,16929.0,31.19,75732.0,6.97,2100,0.4
573,002170,삼양통상,7753.0,6.1,155143.0,0.3,1500,3.17
574,272550,삼양패키징,1611.0,10.81,23724.0,0.73,500,2.87
575,000070,삼양홀딩스,22269.0,3.3,257475.0,0.29,3500,4.76
576,003720,삼영,567.0,6.96,2011.0,1.96,20,0.51
577,002810,삼영무역,2840.0,4.63,28483.0,0.46,600,4.56
578,054540,삼영엠텍,497.0,9.82,5534.0,0.88,100,2.05
579,005680,삼영전자,692.0,12.83,26481.0,0.34,300,3.38
580,023000,삼원강재,418.0,6.12,6102.0,0.42,110,4.3
581,004380,삼익THK,48.0,225.0,9792.0,1.1,100,0.93
582,002450,삼익악기,42.0,25.07,3245.0,0.32,50,4.75
583,032280,삼일,182.0,9.16,4039.0,0.41,30,1.8
584,002290,삼일기업공사,310.0,9.84,5262.0,0.58,175,5.74
585,004440,삼일씨엔에스,160.0,27.47,21133.0,0.21,0,0.0
586,000520,삼일제약,116.0,94.83,8838.0,1.24,0,0.0
587,009770,삼정펄프,5589.0,4.65,89655.0,0.29,1000,3.85
588,037460,삼지전자,2061.0,4.24,22651.0,0.39,450,5.15
589,032750,삼진,13.0,339.62,10240.0,0.43,70,1.59
590,005500,삼진제약,1460.0,13.1,20772.0,0.92,800,4.18
591,004690,삼천리,35116.0,2.57,443054.0,0.2,3000,3.32
592,024950,삼천리자전거,430.0,10.66,7621.0,0.6,0,0.0
593,038500,삼표시멘트,315.0,10.21,6575.0,0.49,100,3.11
594,437730,삼현,1107.0,20.28,5692.0,3.94,0,0.0
595,017480,삼현철강,674.0,6.98,12596.0,0.37,300,6.38
596,010960,삼호개발,675.0,4.92,10168.0,0.33,190,5.72
597,009470,삼화전기,840.0,60.0,10981.0,4.59,300,0.6
598,001820,삼화콘덴서,2028.0,19.67,23733.0,1.68,500,1.25
599,000390,삼화페인트,685.0,10.5,13069.0,0.55,400,5.56
600,027580,상보,8.0,176.63,1092.0,1.29,0,0.0
601,001290,상상인증권,5.0,96.0,2203.0,0.22,0,0.0
602,041650,상신브레이크,726.0,4.94,10590.0,0.34,110,3.07
603,091580,상신이디피,1944.0,5.92,10904.0,1.05,120,1.04
604,263810,상신전자,157.0,21.85,3048.0,1.13,0,0.0
605,089980,상아프론테크,769.0,27.96,12381.0,1.74,200,0.93
606,042940,상지건설,3680.0,0.75,10210.0,0.27,0,0.0
607,075180,새론오토모티브,173.0,22.69,11995.0,0.33,140,3.57
608,411080,샌즈랩,33.0,204.24,2981.0,2.26,0,0.0
609,007540,샘표,5210.0,9.48,98187.0,0.5,200,0.4
610,248170,샘표식품,2284.0,12.74,51784.0,0.56,200,0.69
611,006730,서부T&D,2134.0,2.93,13386.0,0.47,50,0.8
612,079650,서산,78.0,14.79,3524.0,0.33,0,0.0
613,100660,서암기계공업,153.0,27.78,5214.0,0.82,35,0.82
614,007860,서연,5174.0,1.48,29621.0,0.26,150,1.96
615,200880,서연이화,5839.0,2.67,32626.0,0.48,200,1.28
616,019770,서연탑메탈,727.0,5.69,7208.0,0.57,65,1.57
617,017390,서울가스,5188.0,10.52,273495.0,0.2,2250,4.12
618,018680,서울제약,302.0,18.08,3308.0,1.65,0,0.0
619,093920,서원인텍,775.0,7.29,11013.0,0.51,400,7.08
620,122690,서진오토모티브,417.0,6.4,4197.0,0.64,0,0.0
621,140070,서플러스글로벌,166.0,18.28,5402.0,0.56,30,0.99
622,011370,서한,85.0,9.58,3976.0,0.2,30,3.69
623,065710,서호전기,3112.0,6.22,18856.0,1.03,1500,7.74
624,008490,서흥,550.0,32.96,38283.0,0.47,100,0.55
625,035890,서희건설,683.0,2.04,4222.0,0.33,45,3.24
626,357550,석경에이티,635.0,72.83,6607.0,7.0,0,0.0
627,003100,선광,5163.0,3.19,62479.0,0.26,400,2.43
628,067370,선바이오,374.0,20.83,2284.0,3.41,75,0.96
629,136490,선진,585.0,12.15,18088.0,0.39,100,1.41
630,086710,선진뷰티사이언스,467.0,25.65,5817.0,2.06,40,0.33
631,014620,성광벤드,1402.0,11.59,18097.0,0.9,150,0.92
632,037350,성도이엔지,281.0,18.61,18406.0,0.28,100,1.91
633,003080,성보화학,65.0,41.69,6779.0,0.4,135,4.98
634,004980,성신양회,2683.0,3.15,21426.0,0.39,350,4.14
635,015750,성우하이텍,2125.0,3.41,16604.0,0.44,150,2.07
636,365340,성일하이텍,2068.0,25.82,25675.0,2.08,0,0.0
637,080470,성창오토텍,753.0,5.64,6590.0,0.64,50,1.18
638,043260,성호전자,364.0,4.97,2086.0,0.87,0,0.0
639,148150,세경하이테크,988.0,7.34,4101.0,1.77,300,4.14
640,053060,세동,557.0,2.06,2120.0,0.54,0,0.0
641,340440,세림B&G,134.0,10.4,1165.0,1.2,0,0.0
642,017510,세명전기,86.0,65.47,4917.0,1.15,70,1.24
643,004360,세방,3195.0,4.35,48847.0,0.28,300,2.16
644,004490,세방전지,8888.0,11.73,99261.0,1.05,700,0.67
645,011560,세보엠이씨,3014.0,3.42,21017.0,0.49,550,5.33
646,396300,세아메카닉스,240.0,12.56,2653.0,1.14,0,0.0
647,001430,세아베스틸지주,3576.0,5.41,54525.0,0.35,1200,6.2
648,306200,세아제강,67438.0,1.76,356148.0,0.33,8000,6.75
649,003030,세아제강지주,70197.0,2.39,445151.0,0.38,2000,1.19
650,058650,세아홀딩스,21043.0,4.81,551507.0,0.18,4000,3.95
651,013000,세우글로벌,89.0,14.21,1687.0,0.75,0,0.0
652,100700,세운메디칼,345.0,8.45,3122.0,0.93,70,2.4
653,024830,세원물산,1525.0,4.1,42723.0,0.15,100,1.6
654,067830,세이브존I&C,361.0,5.96,12561.0,0.17,30,1.4
655,036630,세종텔레콤,169.0,3.24,1447.0,0.38,0,0.0
656,039310,세중,759.0,2.17,5588.0,0.29,0,0.0
657,075580,세진중공업,312.0,23.78,3292.0,2.25,200,2.7
658,053450,세코닉스,778.0,7.6,8414.0,0.7,100,1.69
659,252500,세화피앤씨,67.0,14.97,946.0,1.06,17,1.69
660,208370,셀바스헬스케어,215.0,25.58,2342.0,2.35,0,0.0
661,068270,셀트리온,3759.0,52.14,81950.0,2.39,500,0.26
662,068760,셀트리온제약,514.0,138.91,9107.0,7.84,0,0.0
663,336370,솔루스첨단소재,2063.0,6.32,8062.0,1.62,100,0.77
664,248070,솔루엠,2464.0,7.58,8195.0,2.28,0,0.0
665,035610,솔본,1714.0,2.34,6418.0,0.62,0,0.0
666,357780,솔브레인,16832.0,15.33,115118.0,2.24,2000,0.78
667,036830,솔브레인홀딩스,4406.0,12.39,59882.0,0.91,200,0.37
668,328380,솔트웨어,22.0,46.27,670.0,1.52,0,0.0
669,004430,송원산업,1452.0,7.68,29400.0,0.38,250,2.24
670,050960,수산아이앤티,825.0,12.55,12522.0,0.83,125,1.21
671,126720,수산인더스트리,3414.0,6.4,34768.0,0.63,800,3.66
672,017550,수산중공업,298.0,6.39,2813.0,0.68,10,0.53
673,298830,슈어소프트테크,100.0,44.6,1567.0,2.85,0,0.0
674,236200,슈프리마,3316.0,8.04,29583.0,0.9,0,0.0
675,094840,슈프리마에이치큐,3989.0,1.6,22636.0,0.28,0,0.0
676,192440,슈피겐코리아,7073.0,3.73,77532.0,0.34,696,2.64
677,099440,스맥,476.0,6.92,2865.0,1.15,0,0.0
678,330730,스톤브릿지벤처스,356.0,10.63,5094.0,0.74,300,7.93
679,352090,스톰테크,936.0,8.51,6093.0,1.31,300,3.76
680,253450,스튜디오드래곤,1001.0,36.01,23546.0,1.53,0,0.0
681,408900,스튜디오미르,80.0,34.25,1170.0,2.34,0,0.0
682,415380,스튜디오삼익,649.0,14.31,5806.0,1.6,0,0.0
683,026890,스틱인베스트먼트,754.0,11.15,6906.0,1.22,250,2.97
684,049830,승일,71.0,107.46,24624.0,0.31,85,1.11
685,020710,시공테크,436.0,9.89,6933.0,0.62,80,1.86
686,048870,시너지이노베이션,28.0,98.39,2153.0,1.28,0,0.0
687,025320,시노펙스,180.0,48.39,1616.0,5.39,0,0.0
688,134790,시디즈,1456.0,19.23,38587.0,0.73,500,1.79
689,131090,시큐브,143.0,6.24,1138.0,0.78,25,2.8
690,462870,시프트업,3004.0,22.0,3652.0,18.1,0,0.0
691,016590,신대양제지,1359.0,4.14,17480.0,0.32,150,2.66
692,029530,신도리코,6371.0,5.95,114955.0,0.33,1500,3.96
693,004970,신라교역,1087.0,8.84,36114.0,0.27,500,5.2
694,025870,신라에스지,74.0,88.92,4368.0,1.51,0,0.0
695,065350,신성델타테크,463.0,122.46,7621.0,7.44,120,0.21
696,416180,신성에스티,1229.0,25.39,10776.0,2.9,200,0.64
697,011930,신성이엔지,80.0,22.73,1195.0,1.52,0,0.0
698,005390,신성통상,579.0,3.88,2950.0,0.76,50,2.23
699,004170,신세계,23574.0,6.16,445995.0,0.33,4000,2.75
700,035510,신세계 I&C,2316.0,4.1,29077.0,0.33,350,3.69
701,031430,신세계인터내셔날,1098.0,12.21,23781.0,0.56,400,2.98
702,031440,신세계푸드,2749.0,13.11,74863.0,0.48,750,2.08
703,006880,신송홀딩스,813.0,8.55,9513.0,0.73,120,1.73
704,162300,신스틸,158.0,16.9,1740.0,1.53,19,0.71
705,002800,신신제약,308.0,22.47,4106.0,1.69,60,0.87
706,005800,신영와코루,557.0,16.03,40631.0,0.22,150,1.68
707,001720,신영증권,11893.0,6.67,188226.0,0.42,4000,5.04
708,009270,신원,77.0,16.27,2918.0,0.43,70,5.59
709,017000,신원종합개발,737.0,5.36,9068.0,0.44,0,0.0
710,002700,신일전자,15.0,98.87,1170.0,1.27,15,1.01
711,012790,신일제약,1180.0,6.91,11670.0,0.7,170,2.09
712,138070,신진에스엠,237.0,12.36,4602.0,0.64,50,1.71
713,055550,신한지주,8048.0,7.23,104769.0,0.56,2100,3.61
714,187270,신화콘텍,430.0,8.78,6619.0,0.57,50,1.32
715,004080,신흥,980.0,14.44,12064.0,1.17,270,1.91
716,243840,신흥에스이씨,781.0,10.5,7407.0,1.11,86,1.05
717,257720,실리콘투,631.0,71.24,2235.0,20.11,0,0.0
718,160980,싸이맥스,1157.0,11.65,15902.0,0.85,350,2.6
719,356890,싸이버원,168.0,18.9,2562.0,1.24,20,0.63
720,010280,쌍용정보통신,84.0,7.15,977.0,0.62,0,0.0
721,004770,써니전자,111.0,14.29,2207.0,0.72,30,1.89
722,037760,쎄니트,90.0,17.02,2914.0,0.53,40,2.61
723,099320,쎄트렉아이,4784.0,8.32,19893.0,2.0,150,0.38
724,049960,쎌바이오텍,921.0,15.01,16348.0,0.85,450,3.26
725,050890,쏠리드,671.0,7.18,4478.0,1.08,50,1.04
726,066790,씨씨에스,49.0,38.76,536.0,3.54,0,0.0
727,222080,씨아이에스,434.0,26.01,3747.0,3.01,0,0.0
728,352480,씨앤씨인터내셔널,3142.0,32.59,17264.0,5.93,0,0.0
729,264660,씨앤지하이테크,1507.0,9.37,12448.0,1.13,400,2.83
730,352700,씨앤투스,123.0,25.2,6133.0,0.51,50,1.61
731,112610,씨에스윈드,480.0,133.13,21647.0,2.95,500,0.78
732,359090,씨엔알리서치,102.0,12.64,770.0,1.67,0,0.0
733,115530,씨엔플러스,6.0,95.0,166.0,3.43,0,0.0
734,376290,씨유테크,52.0,63.46,5693.0,0.58,16,0.48
735,096530,씨젠,14.0,2428.57,22320.0,1.52,800,2.35
736,101240,씨큐브,358.0,17.09,7455.0,0.82,0,0.0
737,260930,씨티케이,369.0,16.61,8448.0,0.73,100,1.63
738,013990,아가방컴퍼니,410.0,10.17,5439.0,0.77,0,0.0
739,123860,아나패스,230.0,91.74,4438.0,4.75,0,0.0
740,025980,아난티,1127.0,4.45,7054.0,0.71,0,0.0
741,008700,아남전자,91.0,14.92,1381.0,0.98,0,0.0
742,125210,아모그린텍,789.0,11.77,4169.0,2.23,0,0.0
743,002790,아모레G,1296.0,19.33,37035.0,0.68,245,0.98
744,090430,아모레퍼시픽,2609.0,46.65,70961.0,1.72,910,0.75
745,074430,아미노로직스,28.0,47.21,620.0,2.13,0,0.0
746,083930,아바코,306.0,50.1,12784.0,1.2,200,1.3
747,149950,아바텍,346.0,34.1,10274.0,1.15,100,0.85
748,002030,아세아,54991.0,4.47,626202.0,0.39,5000,2.03
749,183190,아세아시멘트,2312.0,4.92,27147.0,0.42,255,2.24
750,002310,아세아제지,1857.0,4.3,20168.0,0.4,484,6.07
751,050860,아세아텍,451.0,4.99,6134.0,0.37,50,2.22
752,136410,아셈스,286.0,23.92,5487.0,1.25,0,0.0
753,159010,아스플로,272.0,32.43,4372.0,2.02,0,0.0
754,267850,아시아나IDT,987.0,16.02,14847.0,1.06,500,3.16
755,020560,아시아나항공,386.0,24.9,9138.0,1.05,0,0.0
756,143160,아이디스,1951.0,8.05,21214.0,0.74,300,1.91
757,054800,아이디스홀딩스,2624.0,3.67,29473.0,0.33,250,2.6
758,332370,아이디피,451.0,7.88,4127.0,0.86,120,3.38
759,122900,아이마켓코리아,481.0,17.61,10917.0,0.78,600,7.08
760,339950,아이비김영,180.0,10.24,1036.0,1.78,20,1.09
761,099190,아이센스,135.0,127.93,10337.0,1.67,100,0.58
762,214430,아이쓰리시스템,1810.0,18.07,12937.0,2.53,350,1.07
763,010780,아이에스동서,5338.0,4.16,51629.0,0.43,1500,6.76
764,262840,아이퀘스트,172.0,13.2,2478.0,0.92,100,4.41
765,052460,아이크래프트,381.0,6.33,3153.0,0.76,80,3.32
766,124500,아이티센,32.0,148.75,3038.0,1.57,0,0.0
767,114840,아이패밀리에스씨,1167.0,21.38,4012.0,6.22,158,0.63
768,027360,아주IB투자,141.0,15.67,2185.0,1.01,50,2.26
769,013310,아진산업,1315.0,2.41,7523.0,0.42,100,3.15
770,059120,아진엑스텍,54.0,169.63,4694.0,1.95,0,0.0
771,158430,아톤,437.0,8.24,3537.0,1.02,30,0.83
772,001540,안국약품,114.0,69.56,13382.0,0.59,220,2.77
773,053800,안랩,4125.0,13.53,32433.0,1.72,1300,2.33
774,297570,알로이스,141.0,7.09,1175.0,0.85,0,0.0
775,001780,알루코,201.0,12.81,2883.0,0.89,0,0.0
776,260660,알리코제약,204.0,25.74,5933.0,0.88,130,2.48
777,131370,알서포트,139.0,26.83,1777.0,2.1,10,0.27
778,061040,알에프텍,128.0,26.64,7406.0,0.46,0,0.0
779,314140,알피바이오,630.0,11.9,11878.0,0.63,50,0.67
780,018250,애경산업,1897.0,9.28,14771.0,1.19,580,3.3
781,161000,애경케미칼,686.0,14.97,15256.0,0.67,250,2.43
782,310200,애니플러스,204.0,15.37,2104.0,1.49,0,0.0
783,052790,액토즈소프트,3115.0,2.52,22769.0,0.34,0,0.0
784,290740,액트로,616.0,10.39,7315.0,0.87,100,1.56
785,129890,앱코,36.0,30.58,1149.0,0.96,0,0.0
786,030960,양지사,89.0,112.92,13503.0,0.74,50,0.5
787,238120,얼라인드,225.0,16.44,2178.0,1.7,0,0.0
788,270660,에브리봇,231.0,83.12,5342.0,3.59,0,0.0
789,038680,에스넷,1187.0,3.58,5419.0,0.79,120,2.82
790,121890,에스디시스템,208.0,7.9,947.0,1.73,0,0.0
791,042110,에스씨디,100.0,14.52,2515.0,0.58,30,2.07
